name,latitude,longitude,rating,user_ratings_total,price_level,cuisine,source,place_id
Bowl 360 Astoria,40.773136,-73.8947354,4.1,1670,2.0,restaurant,google,ChIJf-nXH3pfwokRxlV-hFdPA5E
Antonio's Kitchen,40.7702425,-73.8933697,4.1,355,2.0,restaurant,google,ChIJlcieDXdfwokRcCv259dzqgI
Dunkin',40.7644094,-73.8858572,3.8,568,1.0,restaurant,google,ChIJP14A8p5fwokRXtKl-TKCvK0
Tikka Grill,40.76470799999999,-73.887151,4.3,225,1.0,restaurant,google,ChIJY0u0Q55fwokRAPj2IrUmt_8
King's Taste,40.76434669999999,-73.88485659999999,3.9,95,1.0,restaurant,google,ChIJ2RR2655fwokRQazhDoLDhBg
La Lechoneria Ramirez,40.76236189999999,-73.894395,4.6,104,1.0,restaurant,google,ChIJ4UplCPT1wokRQDHFCeh-Yi8
Bistro Eloise - French Restaurant,40.7600249,-73.8920991,4.6,554,,restaurant,google,ChIJaW0AKldfwokRZh8-LdwLkkY
Spanglish NYC East Elmhurst,40.77014260000001,-73.8934285,5.0,5,,restaurant,google,ChIJOV5X9T1fwokROMDohkbxFmM
Astoria No.1 (77ST),40.77039669999999,-73.8922382,5.0,8,,restaurant,google,ChIJn2cZam9fwokRsDD8QPP9_Q4
Caribbean Kulture,40.7703977,-73.89217680000002,4.4,30,,restaurant,google,ChIJfeWqudtfwokRbiVFBsjLcmw
Flame Station Smoke House,40.7665607,-73.88642209999999,4.5,53,,restaurant,google,ChIJeTh8ZgBfwokRGXnKuxeEAJg
QUE RIKO NYC,40.7664814,-73.88639309999999,4.8,145,2.0,restaurant,google,ChIJ3z5xikFfwokRSm27Y3Rxm0s
Tres Sabores Taqueria (we are Insidethecarwhas) Hi-Tek,40.76519349999999,-73.8859074,4.6,85,2.0,restaurant,google,ChIJn8nu4xpfwokR5kE7rrTXvQc
Pokeyaki Japanese Grill Teriyaki&Sushi,40.76440789999999,-73.88576859999999,4.9,288,2.0,restaurant,google,ChIJSXLlUwdfwokRxdNI-zR8a1w
Taco Bell,40.76435059999999,-73.885409,4.0,196,1.0,restaurant,google,ChIJnfIwG0NfwokRYieJCEJiAS8
NYC Gentlemen's Club,40.76134880000001,-73.902283,4.2,148,,restaurant,google,ChIJNyAO8xJfwokRXsqd6kyBSio
Pure Eats,40.7614858,-73.902429,4.5,14,1.0,restaurant,google,ChIJ_-tOTYZfwokRktAiXrwx1-c
Karachi Food Cart,40.7596426,-73.90078609999999,5.0,8,,restaurant,google,ChIJiz1CWN5fwokRwWKEFS1v8gw
Piqueteadero Donde Marce,40.7590012,-73.9001809,4.5,34,,restaurant,google,ChIJawgVMQBfwokRE-M_eRll-wQ
Xing's Chef,40.7698523,-73.9020504,4.5,236,1.0,restaurant,google,ChIJ9VgGOW5fwokRqSMkJoDTEjU
Lhayu,40.7650244,-73.8835641,,0,,restaurant,google,ChIJZa0e51JfwokR63nSCMcUb8w
Paddles 360,40.773136,-73.8947354,3.2,5,,restaurant,google,ChIJwZ5SJodfwokR5xkQ9U8G1oE
Farmer's Fridge,40.7734574,-73.8926774,,0,,restaurant,google,ChIJdZoU7Cz1wokRJQF1X2e_z5g
Mi Cielito Colombiano,40.7708355,-73.902968,4.8,229,,restaurant,google,ChIJqxCmbwBfwokRqDIVuJ5iWL4
LaGuardia Cafe,40.7682869,-73.8732292,4.2,1112,2.0,restaurant,google,ChIJpYkHxJFfwokRoi4v1kiHPEs
Airways Pizza Restaurant,40.7637805,-73.8785529,4.1,769,2.0,restaurant,google,ChIJ82xKlZlfwokRacG_JIkdb90
Great Wall Chinese Restaurant,40.76389599999999,-73.8817713,4.0,279,1.0,restaurant,google,ChIJTZFlR5lfwokRfCYdh2Era6A
Burger King,40.7630846,-73.8774677,3.7,1074,1.0,restaurant,google,ChIJXQyLwplfwokRFcPn91uRy70
Subway,40.7638905,-73.88192599999999,3.6,125,1.0,restaurant,google,ChIJYXQtP5lfwokRkjTV3FiZulc
New Lucky Star,40.763095,-73.87443999999999,4.1,172,1.0,restaurant,google,ChIJeY1CH5dfwokRB7Xk0nfybHc
7-Eleven,40.7637782,-73.8816399,3.2,35,1.0,restaurant,google,ChIJxdgJPplfwokR8iWxwwLclXY
Panorama,40.763788,-73.881789,4.7,1109,1.0,restaurant,google,ChIJUa11FplfwokRFT0tJ5xiMVA
FuegoNaju,40.7637782,-73.8816399,4.2,91,,restaurant,google,ChIJYZaHy-9fwokR83-QvIaazbs
Sal y pimienta,40.763984,-73.8810493,,0,,restaurant,google,ChIJ_SFTawBfwokRhK6F7gzcmyw
Donde Tato,40.7634582,-73.8805458,3.8,44,2.0,restaurant,google,ChIJRVzE3QtfwokR1kih2RPYauY
Hollywood meals on wheels,40.7671721,-73.8825093,,0,1.0,restaurant,google,ChIJIbov7FhfwokRPKXAWxsZtcI
La Pachanga,40.7655656,-73.8798746,,0,,restaurant,google,ChIJQyKIcU5fwokRoXco6zfFNF4
La Morra Fonda Rest. & Bar,40.763749,-73.878117,4.5,1334,,restaurant,google,ChIJV-LiSqdfwokR7SO5lyTeFPQ
Moon Cheese Restaurant,40.76009489999999,-73.88000380000001,4.8,1021,2.0,restaurant,google,ChIJ101DLXNfwokRHsFnwAPNyWY
CIELO Sushi Lounge,40.7601298,-73.879843,4.8,17,,restaurant,google,ChIJk531059fwokRT8MIzN4Ag_Q
Baby Boss Truck,40.762772,-73.87599569999999,3.6,5,,restaurant,google,ChIJ67o2wvBfwokRJ-Y0oV5oBGI
Nana's Kitchen New York,40.7601704,-73.8784981,4.5,339,2.0,restaurant,google,ChIJL9DskTdfwokRKSMv1OFbC3k
Tajeen Halal Food Truck,40.7680004,-73.8762897,4.5,8,,restaurant,google,ChIJsTG9lEtfwokRg9zLdmSqHvw
Memos Restaurant,40.7603184,-73.8778562,4.6,45,,restaurant,google,ChIJjzc3IABfwokRrP7TzzLFNIQ
Valdes House,40.7603221,-73.87727480000001,3.8,39,,restaurant,google,ChIJR4Ws3DdfwokRQg7e9L8rTRo
Gilda's,40.76036639999999,-73.8770639,4.0,274,,restaurant,google,ChIJu9KF95dfwokRnqLPOqihFFM
Flatiron Tavern,40.7687212,-73.8761615,1.8,6,,restaurant,google,ChIJF8IsSQBfwokRYwZqZnsSjgw
TacoSeriaNewYork,40.76313020000001,-73.8745674,,0,,restaurant,google,ChIJo7e0KiFfwokRunPuPv73jfg
La casita,40.7578358,-73.8804193,5.0,2,,restaurant,google,ChIJFYMi-bZfwokRxNos_DRMEaQ
Brothers M Taqueria,40.7702164,-73.87580120000001,5.0,1,,restaurant,google,ChIJmdfrcwBfwokR3HstZhyTwL4
Barzola,40.762455,-73.873392,4.1,1286,2.0,restaurant,google,ChIJAY7iVQNfwokR-dHjYN5BTRQ
La Cabaña Argentinian Steak House,40.75619200000001,-73.881339,4.3,568,2.0,restaurant,google,ChIJfZ7Hk6NfwokRqAp0mKntvr8
Delusion By Arlene,40.7623591,-73.8733771,5.0,1,,restaurant,google,ChIJRbKMXDlfwokRjC4bIKxqLHk
Organic K Vibes,40.761742,-73.873355,5.0,1,2.0,restaurant,google,ChIJp1azsXNfwokRfkx1CT9QZqQ
KFC,40.7563649,-73.880205,3.6,740,1.0,restaurant,google,ChIJuTCun6NfwokRSKoziC41InU
Burger Queens,40.7686182,-73.8735839,4.7,314,1.0,restaurant,google,ChIJwZSeVM9fwokR8qiThUNn2w8
Pio Pio 5 To Go,40.756016,-73.882746,4.1,1595,2.0,restaurant,google,ChIJ4cuX_qNfwokRemVnmkMnJyw
"Еквадорски ресторант ""Лъжицата""",40.7607515,-73.8730704,4.2,1476,2.0,restaurant,google,ChIJVYXnQ5ZfwokRbeGEs0Su9oM
Larrotta Pizza,40.76238620000001,-73.87207889999999,,0,,restaurant,google,ChIJfU-Q7tNfwokRl-PjP2hdolY
Pavilion Grille,40.7671571,-73.8671664,3.5,55,,restaurant,google,ChIJaSfIlZJfwokRH7C98QO0TQE
Dunkin',40.7673838,-73.8650236,3.8,418,1.0,restaurant,google,ChIJEbpoUe1fwokRwl1fgHkevWE
Dunkin',40.7621897,-73.8689223,4.0,608,1.0,restaurant,google,ChIJR99FXJRfwokR7ngMJEPkHpo
Metro Star Coffee Shop,40.7582837,-73.87421549999999,4.4,105,1.0,restaurant,google,ChIJ-2w1db1fwokRRf84gF710ak
Cali Aji,40.7624588,-73.8707701,4.2,209,,restaurant,google,ChIJRTfW8p5fwokRw7ps1HSTF70
POLLOS PEPA,40.762125,-73.868707,3.8,72,2.0,restaurant,google,ChIJMe4lpc5fwokRZ2PAdyQYpr0
Elements,40.76700820000001,-73.8670454,3.3,3,,restaurant,google,ChIJOXS3RzhfwokRHZ_ujVvCv2k
Black Sheep Coffee House,40.7614818,-73.8676299,4.8,127,,restaurant,google,ChIJl8vz75RfwokRHkGccJcB7Bg
WILLIE'S BURGER SPOT,40.7604798,-73.8723449,4.7,79,,restaurant,google,ChIJZSJXXZJfwokRdnsP8Y_Moi4
Eat and run,40.7613646,-73.8678084,,0,1.0,restaurant,google,ChIJPdjm-BlfwokRsRZegtmdllc
Hamburguesas El GORDO,40.7604945,-73.8724979,4.8,15,,restaurant,google,ChIJtY87_T5fwokRrSzBzzROjek
King’s Garden,40.7604343,-73.87255809999999,4.3,7,1.0,restaurant,google,ChIJU8fkLABfwokRNIGSP1Rx1Jk
Good Eats Bistro,40.7701521,-73.86983169999999,4.0,41,,restaurant,google,ChIJ7SM4dAVfwokRKZnawm42k7U
Halal cart,40.7703216,-73.87058569999999,4.4,51,,restaurant,google,ChIJH3oyKfFfwokRdcLaTGiUIC4
LaGuardia Food,40.77034760000001,-73.8699003,4.6,18,,restaurant,google,ChIJ1_EU-lZfwokRAPtzgVdbMxA
Grilled Cheese Society,40.77034760000001,-73.8699003,,0,1.0,restaurant,google,ChIJL6NB5aZfwokRSLN5pjD62rE
Firebelly Wings,40.77034760000001,-73.8699003,2.0,4,2.0,restaurant,google,ChIJ2esCYkNfwokRs5Eztv__VVw
Ceviche P,40.75783719999999,-73.87258299999999,,0,,restaurant,google,ChIJhcrGLwBfwokRH0xzCOb_wVo
La Tamaleria Colombiana NY/ LITTLE COLOMBIA,40.7580178,-73.8741454,4.8,11167,2.0,restaurant,google,ChIJ-9QhCyhfwokRuBSMPlK2YIE
CIBO Express,40.7679558,-73.86286659999999,,0,,restaurant,google,ChIJxSUdhPJfwokR9HXhEStEjNs
Dunkin',40.7654047,-73.86196,3.6,204,1.0,restaurant,google,ChIJV4aQ3JlfwokRP8l21pdIKiM
Jazzysweetreatz,40.7575073,-73.872036,,0,,restaurant,google,ChIJcRrrteRfwokRL75A2ol76Ig
Subway,40.769479,-73.8340723,3.0,52,1.0,restaurant,google,ChIJr5tU6wNgwokRsOGYIjwTTAU
Amore Pizza,40.76938330000001,-73.8341556,4.4,2066,1.0,restaurant,google,ChIJjTFV6wNgwokR3Vtyb77DlCE
Royal Hunan Seafood Co.,40.76586450000001,-73.8357111,5.0,1,,restaurant,google,ChIJYU-m1gVgwokR7cb47PaXA1M
Sarku Japan Teriyaki & Sushi Express,40.7688082,-73.8360247,4.1,651,1.0,restaurant,google,ChIJjfGj_QNgwokR7x2Ywj95_CI
New 88,40.7666602,-73.83243499999999,4.4,12,,restaurant,google,ChIJS1mNV6yKwokRgBOlGbotUIk
Popeyes Louisiana Kitchen,40.76889049999999,-73.8359522,3.6,663,1.0,restaurant,google,ChIJSytC_ANgwokRonFETDmd1Fg
Magna Restaurant,40.763661,-73.831291,4.3,291,2.0,restaurant,google,ChIJT5fPRAVgwokRApCD3ei8UFQ
Wendy's,40.7690516,-73.8357382,3.7,1895,1.0,restaurant,google,ChIJXaz__ANgwokR5y7UM0YwHZg
Mr. Chan's Chinese Cuisine,40.7695547,-73.8341298,4.1,171,1.0,restaurant,google,ChIJEfhN6wNgwokRHBetBos3QLI
Uncle Bill's Diner,40.76963549999999,-73.8341585,4.2,864,2.0,restaurant,google,ChIJlw6slQNgwokRtplLMYWCDuU
McDonald's,40.7700931,-73.83444159999999,3.6,1924,1.0,restaurant,google,ChIJQ4fruANgwokROYWLoIIdf7I
Dunkin',40.76967439999999,-73.8342279,3.9,348,1.0,restaurant,google,ChIJj7lklQNgwokR_EkYzed0FsU
Kennedy Fried Chicken (Halal),40.7627354,-73.83159479999999,4.0,412,1.0,restaurant,google,ChIJI_ySbQ9gwokRfWErsBKsU84
King's Chef,40.7689966,-73.8358183,3.3,193,1.0,restaurant,google,ChIJMXID_QNgwokRSUzJ19MqBbE
Nagi Ramen Sushi 凪料理,40.7646146,-73.8335799,4.4,49,2.0,restaurant,google,ChIJdbZQDnJhwokRv80ktduCQ-k
Korean Express Inc,40.7645735,-73.83353319999999,,0,,restaurant,google,ChIJ6_6nmAVgwokRKxmMAg_BOek
Burger King,40.7647902,-73.8206076,3.5,324,1.0,restaurant,google,ChIJSwrX5BhgwokRtt2OV9nsiZI
Subway,40.76503400000001,-73.81863229999999,2.4,146,1.0,restaurant,google,ChIJM4vFoBhgwokRIwYgG5ANuh8
Great East,40.7714977,-73.8269043,4.4,134,1.0,restaurant,google,ChIJXwo_nB1gwokRwIfLeac4STQ
Tri Dynasty Chinese Restaurant,40.7651034,-73.8185009,3.9,103,1.0,restaurant,google,ChIJ1RYvECJgwokRYI3212ZOqiQ
Dunkin',40.7654223,-73.81979969999999,3.9,516,1.0,restaurant,google,ChIJoRBsvxhgwokRuw_LDEuIhzg
Domino's Pizza,40.7655942,-73.81696149999999,2.7,1066,1.0,restaurant,google,ChIJgZN4IiJgwokRy4YIkSN2_SM
Gahwa,40.7713678,-73.82688329999999,4.1,745,2.0,restaurant,google,ChIJEeivmR1gwokRDLJjK8AQDbI
X-tra Cheese Pizzeria,40.76509399999999,-73.81847599999999,4.6,343,1.0,restaurant,google,ChIJ07UBCiJgwokReeuALFCHd-g
Tofu Story,40.76477020000001,-73.81216119999999,4.2,400,2.0,restaurant,google,ChIJozIvBiRgwokREAJ-EbS7MS8
Picnic Garden BBQ Buffet,40.7648348,-73.8105618,4.1,2395,2.0,restaurant,google,ChIJAQAAACNgwokRiHWdFwytytU
Byung Chun Soondae,40.7643776,-73.8088684,3.6,712,2.0,restaurant,google,ChIJS6Ns0CVgwokRv5kFOK-_TyA
KFC,40.765334,-73.81271699999999,3.6,1122,1.0,restaurant,google,ChIJByl5VSFgwokR_NsbDVfvUzs
Northern Sushi,40.7646038,-73.8113521,4.3,335,2.0,restaurant,google,ChIJI0hFFyRgwokRZy7nx8t9v-0
Geo Si Gi Gamjatang,40.7647333,-73.81202499999999,4.1,428,2.0,restaurant,google,ChIJgz9pDyRgwokRLWxaY8LljBY
7-Eleven,40.76490529999999,-73.8196281,2.5,123,1.0,restaurant,google,ChIJqa_K6hhgwokRV7PBGEy2BmM
Daheen Wang Mandoo,40.7646874,-73.8121653,3.6,19,1.0,restaurant,google,ChIJbau-BSRgwokRVw3YIeqNgeA
FIFTY BAY,40.76487119999999,-73.8137418,3.6,202,2.0,restaurant,google,ChIJ07hwpRxhwokRYydUPNTs0HQ
Fifty Bay,40.76487119999999,-73.8137418,3.7,75,2.0,restaurant,google,ChIJr7EhRkNhwokRv3vLRZT__Ds
Hanyang Chicken Flushing (한양치킨),40.7653562,-73.81395479999999,4.3,91,2.0,restaurant,google,ChIJPy7oSkVhwokRiCgXhYA7KBo
Hanyang Bunshik,40.7653378,-73.8136562,4.1,237,1.0,restaurant,google,ChIJuyhJ8fhhwokRDEXi6XJsPFA
Northern King Dumpling 노던 왕만두 北方包子王 - Handmade dumplings,40.765126,-73.815544,4.3,268,2.0,restaurant,google,ChIJHZ4EB35hwokRuolhLvahQ3c
Han yang Sushi,40.7654199,-73.8132047,4.4,11,,restaurant,google,ChIJV05_GpJhwokRfZnVq8yoCh0
Islandra's Homemade,40.7637606,-73.8132957,,0,,restaurant,google,ChIJuTO2ElthwokR8sNeCVc43Wc
Golden Pig NY,40.7647099,-73.8124899,5.0,91,,restaurant,google,ChIJoe2q2WBhwokR_vKHayvLZL4
Mahsil,40.76342299999999,-73.81412890000001,4.4,357,2.0,restaurant,google,ChIJUTzQRtlhwokRhwcpmLbLCmQ
Lost Shoes Chinese Barbecue,40.763392,-73.815018,4.4,90,1.0,restaurant,google,ChIJk5aXClhhwokRoNoJ0zwAehE
Daori BBQ,40.7633505,-73.8150206,4.4,201,3.0,restaurant,google,ChIJe3N1ng9hwokRsaWvo14VWAE
한솔반찬,40.7654333,-73.8123063,3.0,8,,restaurant,google,ChIJ7fjL2z5hwokR98ya72MpevQ
Juk Story,40.7631868,-73.81440549999999,3.9,31,2.0,restaurant,google,ChIJkYrV9sxhwokRK4CbwICVrV4
Mukbang,40.7632179,-73.8139705,4.6,30,1.0,restaurant,google,ChIJreDPRABhwokR14cMT7z6JG0
Janchi Myeonga,40.76317880000001,-73.81441699999999,3.6,92,2.0,restaurant,google,ChIJH5-P4SBhwokR5O_nM98mUS4
Hanjan Pocha,40.7646874,-73.8121653,4.7,17,,restaurant,google,ChIJ7U6KQu5hwokRBuQghuKpzMA
GooGongTan,40.763184,-73.81492399999999,3.9,299,2.0,restaurant,google,ChIJadGbqSNgwokRNWhUQ5ssHBY
KumSung BBQ,40.763208,-73.8150577,4.1,354,2.0,restaurant,google,ChIJyw_bqSNgwokRsukMjByJjxQ
Taqueria Cuerno De Chivo,40.7650525,-73.8121065,4.8,38,,restaurant,google,ChIJFyX9V9VhwokRTogZNmPeYKU
유주네 설렁탕 YUJU'S BOB SANG INC.,40.7646775,-73.81209630000001,4.6,112,2.0,restaurant,google,ChIJA1mrH85hwokRIdicXCpe57A
NEW YORK K-BBQ,40.7651402,-73.8168639,3.9,437,,restaurant,google,ChIJy6XR4sJhwokRyp_7VMom884
Bonjuk New York,40.7646132,-73.8119394,4.0,334,2.0,restaurant,google,ChIJu9xODyRgwokR1hHug4iciCo
Adam's Chicken & Pocha,40.7646306,-73.811859,5.0,458,2.0,restaurant,google,ChIJOcUd2SVhwokREK4a6Q7xt_A
Tang Huo Kung Fu Malatang,40.7656133,-73.8170707,4.8,103,2.0,restaurant,google,ChIJyz8W-zlhwokRgyWh3iJD634
Niu Bar And Grill 妞炸串,40.76451120000001,-73.8114184,4.3,3,,restaurant,google,ChIJtYx3ofNhwokRrkKK0Efk1fE
Taste of urumqi 乌鲁木齐味道,40.765167,-73.8174616,4.6,45,2.0,restaurant,google,ChIJMUtWCe1hwokRUfqyeImJ3oM
Hansol Food,40.7652136,-73.8174542,4.1,77,2.0,restaurant,google,ChIJ0-IxWjJhwokR4IiUIK_TOL8
"Yuk Jun Gui - Galbi, Fresh live eel, Makchang",40.7626106,-73.8136914,4.5,407,2.0,restaurant,google,ChIJ5VhNcyNgwokRPuBe_MIDWSU
K-Munchies,40.7651394,-73.8175302,4.7,271,1.0,restaurant,google,ChIJC7fyQoVhwokR0j89mWZMf5w
Gimbap Glory,40.7651721,-73.8175438,4.9,28,2.0,restaurant,google,ChIJ_bWPBTJhwokRPcrVr-w7804
Mario's Pizza & Restaurant,40.77125350000001,-73.80128069999999,4.5,138,2.0,restaurant,google,ChIJr4W404OKwokRno6aEPp6yUM
DOKDOYA Restaurant,40.76270179999999,-73.8038526,4.2,851,2.0,restaurant,google,ChIJkx-qdU9hwokRLMSyMBk1gzY
Beat Mazesoba,40.76262690000001,-73.80404759999999,4.5,321,2.0,restaurant,google,ChIJb8bD_j9hwokRMcgeP9haDWk
Northern 160 BBQ,40.76280779999999,-73.80474319999999,3.6,239,,restaurant,google,ChIJy5KK0qVhwokRiq5ED6a3k-4
HAEJANG,40.7623532,-73.8032035,4.4,92,2.0,restaurant,google,ChIJ6fgmV7BhwokRuv4cU3nEX4g
Java Day Cafe,40.76294539999999,-73.8051728,4.6,453,2.0,restaurant,google,ChIJD7i-ay9gwokR1yUIuiLjp5I
Korea,40.76216509999999,-73.80311329999999,4.0,2,,restaurant,google,ChIJd_DZ-i5gwokRIbNZ6nhhFks
"보양 Boyang K-food - 흑염소, 풍천장어 | 保养 - 黑山羊, 丰川鳗鱼",40.7621485,-73.802948,4.7,24,,restaurant,google,ChIJO5OlMX1hwokRMYXPG-CbgCw
GamSung164 pocha,40.7623596,-73.801615,4.3,6,,restaurant,google,ChIJXRaRqbJhwokR_cdQ0MiiZ04
Gamsung Pocha - Korean retro style pub + lobster sale,40.7623596,-73.801615,4.7,87,2.0,restaurant,google,ChIJf6hae2ZhwokRmXKsMqck5D8
Myung San,40.762142,-73.8031008,4.0,411,2.0,restaurant,google,ChIJXUBI8C5gwokRsGBJZ3UzXH0
Northern Song Lai Xiang (Northern Blvd)北方大道松来香 노던솔향기,40.7624144,-73.8045923,4.6,123,,restaurant,google,ChIJSYASp59hwokRK213Xv4tWZQ
Dangol,40.76242729999999,-73.8046418,4.1,195,2.0,restaurant,google,ChIJda-p_kRhwokRuRpj0itjNS0
Duk Soo Goong,40.76242149999999,-73.8047454,4.2,73,1.0,restaurant,google,ChIJbZzZDtFhwokRr8jIS-5Kn5o
When in Bangkok,40.76221409999999,-73.8042603,4.8,2092,2.0,restaurant,google,ChIJI2E7PJphwokRpwMEjuffvHc
Sunny Korean Food,40.7623422,-73.804744,,0,,restaurant,google,ChIJa0tHETJhwokRGhLzxFqKmX8
Guk Su Jip 국수집 - 北方面家 - Cold Korean Noodle Naengmyeon (냉면) & Dolsot Bibimbap,40.7623422,-73.804744,4.7,591,2.0,restaurant,google,ChIJf_dNGb9hwokRWhT4pBPwpqA
Gopchang Story Flushing,40.76236490000001,-73.8049336,4.3,750,2.0,restaurant,google,ChIJ8XWQs1NhwokRxeUIrqpgB98
Mi Goong,40.7635602,-73.8065094,3.3,12,,restaurant,google,ChIJV27JWC9gwokR_bTSq2i86pQ
Double Ma la tang,40.7633975,-73.80653769999999,4.8,258,1.0,restaurant,google,ChIJh6XgQ_FhwokRZ88IfhCYUKA
Sonamu House l Authentic Korean Restaurant BBQ & Soju,40.7636074,-73.8068151,4.3,262,,restaurant,google,ChIJkXd0F3NhwokRAD-_elSUaLQ
La Nueva Amistad,40.7616634,-73.8036956,4.2,450,2.0,restaurant,google,ChIJwSArAC9gwokRU-8kNfSAB8s
더 바삭 The Basac,40.763521,-73.8069404,4.3,356,2.0,restaurant,google,ChIJR65y9CVgwokRBISNfylydQ0
NY Beer Garden,40.763061,-73.8066415,4.7,176,2.0,restaurant,google,ChIJV9RKjophwokRIOu3adda7dA
Doraon 1.5 Dak Galbi - Korean Barbecue Chicken,40.7635938,-73.807126,4.2,328,2.0,restaurant,google,ChIJA2zQ8yVgwokRyGW3yLeU_EU
Fratelli's Pizzeria,40.76158,-73.804017,4.2,235,1.0,restaurant,google,ChIJTW8Sqi9gwokRR7KlN6qcm2E
Sushi Wasabi_All You Can Eat,40.7629299,-73.8067402,4.7,401,2.0,restaurant,google,ChIJZz57TABhwokRUi97zbtL5AU
Cast Iron Pot Queens,40.7633759,-73.8075025,4.4,1299,2.0,restaurant,google,ChIJNSnLdvRhwokRU94Wp_zxdo0
57's All American Grill,40.7663587,-73.78944,4.4,479,2.0,restaurant,google,ChIJ765F-9VhwokRPmILiQeVTBI
Matese Pizzeria & Ristorante,40.772703,-73.794866,4.2,257,2.0,restaurant,google,ChIJISE6UoeKwokR73X7Wvcv9Ec
New Sushi Village,40.76762300000001,-73.79106,4.2,1391,2.0,restaurant,google,ChIJkyuoZX-KwokRd1J0FM8uXAM
Graziella Pizza,40.766783,-73.789816,4.3,330,2.0,restaurant,google,ChIJR4Ym99VhwokR0w7llLPbqSA
Kumo Sushi,40.7668547,-73.7898209,3.8,165,2.0,restaurant,google,ChIJVUvg9tVhwokRjdY5KXoUJOQ
Luigi Pizza,40.7670046,-73.7822186,4.2,314,1.0,restaurant,google,ChIJm_TPS9ZhwokRZsA1ERY5H-M
Juice for Life,40.7660403,-73.7891477,4.0,184,2.0,restaurant,google,ChIJT1Vt4NVhwokRv2MUNzx674Y
Gyro Corner NYC,40.7675833,-73.7903848,4.1,731,2.0,restaurant,google,ChIJcUR6Z3-KwokR4qXJLrPHQaE
Graziella Restaurant,40.7667582,-73.78971279999999,4.4,102,2.0,restaurant,google,ChIJp_Yt99VhwokRnY8NKPPDKt8
Great Wall,40.7697897,-73.7894882,3.9,114,2.0,restaurant,google,ChIJWxD60H6KwokRPFAumpeyT-U
Primo Amore,40.76548560000001,-73.7887476,4.5,330,2.0,restaurant,google,ChIJt2gMetZhwokR71Kofl5Tlu0
Subway,40.7661075,-73.7893027,3.1,58,1.0,restaurant,google,ChIJCSjXP21hwokR6SzZPRXDb2M
Niyom Thai Kitchen,40.7663135,-73.7893941,4.8,695,2.0,restaurant,google,ChIJaZ1J6T1hwokRsa9Mzo3nd7E
Mickey’s Place,40.766465,-73.789509,4.2,46,,restaurant,google,ChIJVe6jLrphwokRoTy0qKY69J8
Yummy Noodle House,40.7666165,-73.7896239,4.2,470,2.0,restaurant,google,ChIJz__1TsphwokR0jywVu1dqOM
Las Potras NY,40.7648045,-73.78800439999999,3.7,3,,restaurant,google,ChIJN2UHUgBhwokRB450BtDTmTc
Snack Mood 小吃工坊,40.76739269999999,-73.7900047,4.3,121,2.0,restaurant,google,ChIJM7BHKdiLwokRpF9NPgf26t4
Fitrition,40.76806089999999,-73.7905332,4.0,118,2.0,restaurant,google,ChIJs6jMQ3-KwokRBiqC46Acb7s
Starbucks,40.76875,-73.79200999999999,4.1,620,2.0,restaurant,google,ChIJZd-vo5yLwokR26lq8BEnNtQ
Vinny's,40.76968830000001,-73.7901684,4.5,244,2.0,restaurant,google,ChIJb5o7336KwokRF8D8vxHdimw
Sukiya Ramen & Poke,40.769654,-73.78997500000001,4.6,138,1.0,restaurant,google,ChIJZ09HTNqLwokRkXfKnhF3h20
Plateia GR,40.77017180000001,-73.7933274,4.7,115,,restaurant,google,ChIJO4w-JgCLwokRhsuPl61KDjk
Asian Chef,40.77022040000001,-73.7934051,4.3,80,1.0,restaurant,google,ChIJ856jvNRhwokRzM_lXfGhp_U
Chow Chinese Food,40.76686929999999,-73.7825967,4.0,207,1.0,restaurant,google,ChIJffc-QHSKwokR1yfJEI1O_4A
Salt Lime and Tequila,40.7703348,-73.7934269,,0,,restaurant,google,ChIJ1WIMue-LwokRYFurKT0n4ko
BBQ Chipork,40.76694500000001,-73.78252309999999,4.8,84,2.0,restaurant,google,ChIJbS9uO2uLwokRQ55lGUlHMRU
Domino's Pizza,40.7671995,-73.7732479,3.3,380,1.0,restaurant,google,ChIJt8kh4nSKwokRkFnp_n10joU
Maria's Mediterranean,40.7661703,-73.7722034,4.6,914,2.0,restaurant,google,ChIJhZxOOnWKwokRPFhYpnuIHHw
Dunkin',40.7686457,-73.77406979999999,3.6,115,1.0,restaurant,google,ChIJzaJ2iXSKwokRizo1sUqfNrY
Trattoria 35,40.7690275,-73.7742846,4.4,1141,2.0,restaurant,google,ChIJv58SiHSKwokRhxrcu3o_zfw
Baraki,40.765783,-73.7719316,4.6,599,2.0,restaurant,google,ChIJ34urN3WKwokRtNETlNoOOvU
Thai 101,40.76489249999999,-73.77138719999999,4.4,325,2.0,restaurant,google,ChIJe0rAkrRDwokRDRk4D_7afHs
Papazzio Restaurant & Caterer,40.7642935,-73.7715365,4.4,338,2.0,restaurant,google,ChIJd2gn_99hwokRjFzrReZ66uQ
Bell Garden,40.7647156,-73.7712071,4.4,272,1.0,restaurant,google,ChIJVwe8rAqKwokRsqaMpYYvEwo
Monahan & Fitzgerald,40.7638203,-73.770296,4.5,343,2.0,restaurant,google,ChIJfTC2G-BhwokR1zXzrQVMVv8
Kunst Coffee Haus,40.7633105,-73.7726914,4.3,463,2.0,restaurant,google,ChIJfcOVDZJhwokRN5GRV7DB7h8
